,Movie,Distributor,Screen,Sales,Audience,Genre,Rate,Year,Month,Season,이경영,정인기,마동석,배성우,오달수,라미란,조진웅,김기천,한이진,오정세,CJEnM,LotteShop,Next,ShowBox,CJEnt
634,약장수,"(주)대명문화공장,(주)나이너스엔터테인먼트",282,313.2384,43562,드라마,15세이상관람가,2015,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,극장판 뽀잉: 슈퍼 변신의 비밀,"(주)이수C&E,(주)시너지미디어",294,312.71045,41054,애니메이션,전체관람가,2018,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,배반의 장미,롯데컬처웍스(주)롯데엔터테인먼트,457,332.23255,41054,코미디,15세이상관람가,2018,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,레이디버그,(주)삼지애니메이션,172,310.2915,41041,애니메이션,전체관람가,2017,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,골든타이드픽처스(주),84,412.379,39577,공연,전체관람가,2012,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,트릭,"(주)스톰픽쳐스코리아,(주)이수C&E",390,297.3153,38155,스릴러,15세이상관람가,2016,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,백프로,(주)마인스 엔터테인먼트,236,275.1386,36792,코미디,15세이상관람가,2014,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,에스엠타운 더 스테이지,주식회사 디에스이이디,65,284.6505,35857,다큐멘터리,전체관람가,2015,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,지구대표 롤링스타즈,롯데쇼핑㈜롯데엔터테인먼트,171,230.047,35578,애니메이션,전체관람가,2011,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
643,스파키,예지림엔터테인먼트,312,257.0402,35436,애니메이션,전체관람가,2018,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,복숭아나무,(주)넥스트엔터테인먼트월드(NEW),201,240.103112,33884,멜로/로맨스,15세이상관람가,2012,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
645,I AM,씨제이이앤엠(주),137,245.58,32988,다큐멘터리,전체관람가,2012,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
646,19-Nineteen,씨제이엔터테인먼트,69,212.293874,32986,드라마,12세이상관람가,2009,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
647,대결,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",366,251.1765,32278,액션,15세이상관람가,2016,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,썬키스 패밀리,메가박스중앙(주)플러스엠,417,245.5499,31742,가족,15세이상관람가,2019,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,꼭두각시,(주)인벤트스톤,134,227.9415,31713,공포(호러),청소년관람불가,2013,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,날나리 종부전,롯데쇼핑㈜롯데엔터테인먼트,162,181.261,31522,코미디,12세이상관람가,2008,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
651,역모-반란의 시대,(주)스톰픽쳐스코리아,355,212.9673,29294,사극,15세이상관람가,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,비상,(주)성원아이컴,160,223.31438,29223,액션,청소년관람불가,2009,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,캐리tv 러브콘서트 더 무비,롯데컬처웍스(주)롯데엔터테인먼트,155,225.8157,28679,공연,전체관람가,2019,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,무림여대생,"(주)베어엔터테인먼트,(주)프라임엔터테인먼트",205,176.5475,28019,멜로/로맨스,15세이상관람가,2008,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,인천상륙작전 : 익스텐디드 에디션(확장판),씨제이이앤엠(주),122,220.0512,27070,전쟁,15세이상관람가,2016,9,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
656,해피 투게더,플레이리스트(주),240,204.45245,27046,드라마,12세이상관람가,2018,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
657,4요일: 자살을 부르는 요일,메가픽쳐스제이씨(주),131,182.233,26840,공포(호러),청소년관람불가,2008,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,더 데이,롯데쇼핑㈜롯데시네마,30,192.005,24163,다큐멘터리,전체관람가,2012,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,GROW: 인피니트의 리얼 청춘 라이프,골든타이드픽처스(주),71,189.7742,23926,드라마,전체관람가,2014,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,고스트 메신저 극장판,에이원엔터테인먼트,81,184.033,23721,애니메이션,12세이상관람가,2014,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,얼굴없는 보스,"(주)좋은 하늘,(주)박수엔터테인먼트",293,199.801,23711,액션,15세이상관람가,2019,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,사요나라 이츠카,씨제이엔터테인먼트,31,181.970548,23605,드라마,청소년관람불가,2010,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
663,비정한 도시 감독판,(주)인벤트스톤,172,161.959057,22900,미스터리,청소년관람불가,2012,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,"봄, 눈",(주)넥스트엔터테인먼트월드(NEW),118,143.518,22870,드라마,전체관람가,2012,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
665,히어로,(주)마인스 엔터테인먼트,179,148.94,22617,가족,전체관람가,2013,10,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
667,히어로,주식회사 마운틴픽쳐스,2,13.661494,1589,드라마,15세이상관람가,2010,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
669,파워배틀 와치카: 와치가면의 역습,(주)삼지애니메이션,246,153.909,22110,애니메이션,전체관람가,2017,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,터닝메카드W: 반다인의 비밀 특별판,"(주)제이앤씨미디어그룹,(주)버킷스튜디오",168,164.7977,21947,애니메이션,전체관람가,2018,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,히야,(주)라이크 콘텐츠,124,173.8441,21687,드라마,12세이상관람가,2016,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,싸이보그 그녀,(주)넥스트엔터테인먼트월드(NEW),112,138.41503799999998,20975,코미디,12세이상관람가,2009,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
673,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,메가박스중앙(주)플러스엠,91,133.9268,20175,애니메이션,전체관람가,2014,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,완전 소중한 사랑,주식회사 마운틴픽쳐스,66,127.6945,20063,드라마,12세이상관람가,2013,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,웨딩스캔들,(주)마인스 엔터테인먼트,121,124.977,19569,코미디,15세이상관람가,2012,9,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
676,방울토마토,"무비즈엔터테인먼트㈜,(주)씨네라가픽쳐스",83,115.388,18533,가족,12세이상관람가,2008,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,트와이스랜드,씨제이 씨지브이(CJ CGV)(주),53,153.765,18252,다큐멘터리,전체관람가,2018,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,하늘과 바다,롯데쇼핑㈜롯데엔터테인먼트,186,121.651444,18059,드라마,12세이상관람가,2009,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
679,이별계약,씨제이이앤엠(주),63,127.4955,17797,멜로/로맨스,12세이상관람가,2013,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
680,비스트 앵콜 콘서트 3D,(주)에스비에스콘텐츠허브,75,171.43200000000004,16844,공연,전체관람가,2012,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,극장판 샤이닝스타:새로운 루나퀸의 탄생!,(주)리틀빅픽쳐스,117,129.0987,15785,애니메이션,전체관람가,2019,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,볼츠와 블립,씨제이이앤엠(주),61,161.329,15386,애니메이션,전체관람가,2012,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
683,무수단,오퍼스픽쳐스(유),228,112.1884,14386,미스터리,15세이상관람가,2016,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,아티스트 봉만대,씨너스엔터테인먼트(주),131,93.817,14188,코미디,청소년관람불가,2013,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,귀 鬼,씨제이엔터테인먼트,30,96.385308,13319,공포(호러),15세이상관람가,2010,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
686,웃는남자 감독판,(주)디지컴코리아엠앤엠,18,172.34099999999995,13087,공연,전체관람가,2019,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,서유기 리턴즈,(주)영화사 조제,59,80.194,12696,코미디,전체관람가,2011,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
688,타투,와이드 릴리즈(주),133,99.2631,12103,스릴러,청소년관람불가,2015,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,맨데이트: 신이 주신 임무,메가픽쳐스제이씨(주),84,78.616,12087,스릴러,청소년관람불가,2008,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,검은손,(주)스톰픽쳐스코리아,178,89.815665,11650,공포(호러),청소년관람불가,2015,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,최종병기 활 감독확장판,롯데쇼핑㈜롯데엔터테인먼트,52,86.374,11547,사극,청소년관람불가,2011,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
692,이웃집 스타,(주)스톰픽쳐스코리아,256,78.2133,10854,코미디,12세이상관람가,2017,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
693,제 7기사단,메가박스중앙(주)플러스엠,95,80.160964,10710,액션,15세이상관람가,2015,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,내 남자의 순이,(주)새인컴퍼니,100,74.27465699999998,10618,코미디,15세이상관람가,2010,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,슈퍼레이서 엔지,(주)에이원엔터테인먼트,126,73.5878,10612,애니메이션,전체관람가,2015,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,샤인 어 라이트(1st 지드래곤 콘서트),(주)와이지엔터테인먼트,14,92.618161,10516,다큐멘터리,12세이상관람가,2010,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,폴라로이드,와이드 릴리즈(주),27,65.317,10094,드라마,전체관람가,2015,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,신화 라이브 3D 더 레전드 컨티뉴스,골든타이드픽처스(주),29,114.524,9817,공연,전체관람가,2014,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,메이크 유어 무브,씨제이이앤엠(주),96,73.7416,9368,멜로/로맨스,12세이상관람가,2014,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
700,불타는 내 마음,씨제이 씨지브이(CJ CGV)(주),34,70.470428,9236,코미디,15세이상관람가,2010,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,노트르담 드 파리,(주)패뷸러스,36,107.2895,8350,뮤지컬,전체관람가,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,골든타이드픽처스(주),39,90.7525,8038,공연,전체관람가,2013,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,"의궤, 8일간의 축제 3D","케이비에스미디어(주),KBS 미디어",16,45.334,7956,다큐멘터리,전체관람가,2014,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,사랑과 전쟁:열두 번째 남자,롯데쇼핑㈜롯데시네마,37,47.05,7414,드라마,청소년관람불가,2008,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,꾸루꾸루와 친구들: 무지개 나무의 비밀,(주)팝엔터테인먼트,103,51.3675,7345,애니메이션,전체관람가,2015,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,청춘 합창단 - 또 하나의 꿈,와이드 릴리즈(주),39,44.7114,6489,다큐멘터리,전체관람가,2017,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,요술,씨제이엔터테인먼트,33,47.032133,6090,드라마,15세이상관람가,2010,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
708,해적왕 작스톰,(주)삼지애니메이션,65,45.9058,5916,애니메이션,전체관람가,2018,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,서태지밴드 콘서트투어 '콰이어트나이트',(주)서태지컴퍼니,6,52.6696,5908,공연,전체관람가,2015,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,비밀의 화방,(주)케이알씨지,5,4.13,5530,드라마,청소년관람불가,2013,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,스퀴시랜드,(주)인벤트스톤,55,38.1113,5473,애니메이션,전체관람가,2014,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,구세주: 리턴즈,(주)박수엔터테인먼트,124,39.997,5401,코미디,15세이상관람가,2017,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,서태지 8집: 398일의 기록,(주)서태지컴퍼니,1,43.7545,5326,다큐멘터리,전체관람가,2012,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,돌아와요 부산항애(愛),"(주)나이너스엔터테인먼트,주식회사 시온픽쳐스",88,38.6223,5163,범죄,15세이상관람가,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,붉은 바캉스 검은 웨딩 2,(주)팝파트너스,20,10.5,5100,스릴러,청소년관람불가,2013,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,화려한 외출,(주)영화사폴,20,13.547,5067,드라마,청소년관람불가,2013,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,바캉스,(주)유비네트워크,21,14.674,5051,스릴러,청소년관람불가,2013,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,미안하다 독도야,메가픽쳐스제이씨(주),61,30.177543,4989,다큐멘터리,전체관람가,2008,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,밀애,(주)레몬트리픽쳐스,19,16.206,4770,드라마,청소년관람불가,2014,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,은밀하게 위대하게 (확장판),(주)쇼박스,5,34.3275,4738,액션,15세이상관람가,2013,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
721,트라이앵글,씨제이엔터테인먼트,54,34.225859,4555,드라마,전체관람가,2009,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
722,왕을 참하라,(주)박수엔터테인먼트,54,32.4698,4237,드라마,청소년관람불가,2017,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,야누스: 욕망의 두 얼굴,(주)미디어데이,20,20.193,4122,미스터리,청소년관람불가,2014,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,2AM SHOW,에스케이텔레콤(주),27,46.24406,4085,공연,전체관람가,2010,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,"1789, 바스티유의 연인들",유니버설픽쳐스인터내셔널 코리아(유),35,67.3085,3892,뮤지컬,전체관람가,2014,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,초감각 커플,필름메신저,6,24.64613,3733,멜로/로맨스,12세이상관람가,2008,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,미스체인지,브릿지웍스 엔터테인먼트(주),41,23.4945,3344,코미디,청소년관람불가,2013,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,공포체험단 곤지암편,(주)쇼박스,10,17.2855,3282,공포(호러),15세이상관람가,2019,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
729,무명인,롯데쇼핑㈜롯데엔터테인먼트,51,25.0636,3199,미스터리,15세이상관람가,2014,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
730,미친도시,영화사 마그나,4,24.0295,3165,드라마,15세이상관람가,2018,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,마마 앤드 파파,주식회사 케이엠스타,1,22.468773,3149,드라마,전체관람가,2010,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,리벤져,(주)리틀빅픽쳐스,57,22.0881,3028,액션,15세이상관람가,2018,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,광인옥한흠,파이오니아21,18,22.5372,2985,다큐멘터리,전체관람가,2017,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,라이브 인 3D 휘성 : 잇츠 리얼,에스케이텔레콤(주),30,40.38913400000001,2967,다큐멘터리,전체관람가,2010,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,살인자의 기억법 : 새로운 기억,(주)쇼박스,24,19.563,2958,범죄,청소년관람불가,2017,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
736,이티피 페스티벌 08X09 서태지,(주)서태지컴퍼니,1,26.632,2764,공연,전체관람가,2013,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,슈퍼쇼 4 3D,(주)마인스 엔터테인먼트,26,30.332,2567,공연,전체관람가,2013,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,노리개: 그녀의 눈물,(주)제이앤씨미디어그룹,50,18.96195,2237,드라마,15세이상관람가,2019,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
739,쉿! 그녀에겐 비밀이에요,(주)스튜디오이쩜영,32,12.929,2083,드라마,12세이상관람가,2008,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,몬테크리스토,(주)비프로,14,26.167,2056,뮤지컬,12세이상관람가,2019,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,파파 오랑후탄,파이오니아21,3,14.655,1951,다큐멘터리,12세이상관람가,2018,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,은어,(주)갑종무비필름,1,15.241,1944,멜로/로맨스,15세이상관람가,2011,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,라라,(주)영화사 그램,28,14.7988,1860,멜로/로맨스,15세이상관람가,2018,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,에스엠타운 라이브인도쿄스페셜에디션3D,(주)에스비에스콘텐츠허브,63,18.13,1652,공연,전체관람가,2012,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,오늘도 위위,(주)영화사오원,40,11.68146,1416,드라마,전체관람가,2019,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,나는 증인이다,(주)문와쳐,2,7.1138,1407,미스터리,15세이상관람가,2016,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,게이트-완결판,(주)제이앤씨미디어그룹,5,1.348,1339,범죄,15세이상관람가,2018,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,평범한 날들,㈜인디스토리,10,9.8464,1290,드라마,15세이상관람가,2011,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,더하우스,(주)이놀미디어,48,7.631,1245,스릴러,15세이상관람가,2019,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,"시발, 놈: 인류의 시작",(주)엣나인필름,10,8.8024,1159,코미디,15세이상관람가,2016,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,안나 카레니나,(주)비프로,9,19.6328,1116,뮤지컬,12세이상관람가,2018,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,무서운 집,(주)콘텐츠윙,1,9.371,1039,공포(호러),12세이상관람가,2015,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,아더왕의 전설,(주)패뷸러스,5,15.299,967,공연,전체관람가,2016,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,압록강은 흐른다,주식회사 루믹스미디어,1,3.397814,806,드라마,전체관람가,2009,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,앙상블,길스토리,1,6.1955,776,드라마,전체관람가,2014,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,예스 평창!,시네마 뉴원,11,6.5308,774,다큐멘터리,전체관람가,2018,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,귀신의 향기,(주)스튜디오후크,17,5.2955,748,공포(호러),15세이상관람가,2019,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,아름다운 유산,제나두엔터테인먼트,3,3.3975,678,드라마,전체관람가,2011,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,오디세오,(주)패뷸러스,8,9.88,662,공연,전체관람가,2015,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,정의심판,프로젝트 엔터테인먼트,2,5.772,652,드라마,15세이상관람가,2019,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,스타: 빛나는 사랑,주식회사 마운틴픽쳐스,5,4.382,577,멜로/로맨스,12세이상관람가,2012,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,돌멩이의 꿈,씨제이엔터테인먼트,10,3.612168,521,드라마,12세이상관람가,2009,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
763,마지막 위안부,(주)투윈미디어,1,4.172,490,드라마,15세이상관람가,2015,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,젓가락,씨제이엔터테인먼트,11,3.4867440000000003,488,코미디,15세이상관람가,2010,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
765,낙원-파라다이스,씨제이엔터테인먼트,11,3.523191,472,멜로/로맨스,12세이상관람가,2009,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
766,첫사랑 열전,웃기씨네,1,2.666871,415,멜로/로맨스,15세이상관람가,2010,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,인비져블 2: 귀신소리찾기,㈜인디스토리,4,2.046,408,공포(호러),15세이상관람가,2011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,아스라이,㈜인디스토리,1,2.3045,373,드라마,12세이상관람가,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,마지막 밥상,"㈜기억속의매미,독립영화전용관 인디스페이스",1,2.41,372,드라마,18세관람가,2008,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,호두까기 인형,(주)패뷸러스,1,1.4880000000000002,372,공연,전체관람가,2014,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,결혼식 후에,씨제이엔터테인먼트,9,2.5409040000000003,347,멜로/로맨스,12세이상관람가,2009,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
772,사랑하기 때문에,(주)넥스트엔터테인먼트월드(NEW),542,1.723,337,코미디,12세이상관람가,2017,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
773,동자 대소동,(주)H.F.G엔터테인먼트,10,2.154,319,가족,전체관람가,2011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,풍뎅이뎅이,(주)콘텐츠판다,4,2.001,308,애니메이션,전체관람가,2018,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,약수터 부르스,롯데쇼핑㈜롯데시네마,3,2.126351,305,코미디,15세이상관람가,2009,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,다이빙벨: 진실은 침몰하지 않습니다,(주)시네마달,4,2.209,300,다큐멘터리,15세이상관람가,2015,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,스피릿 오브 베토벤,(주)아르떼,1,1.164,291,공연,전체관람가,2014,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,핑크 토끼,한코리아,3,1.575805,265,드라마,15세이상관람가,2009,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,아빠가 돌아왔다,(유)조이앤시네마,1,1.45,220,가족,15세이상관람가,2016,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,사랑을 말하다,크리에이티브컴즈(주),2,0.94,188,드라마,15세이상관람가,2012,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,분홍돌고래,(주)씨네마루,1,1.152088,175,드라마,12세이상관람가,2010,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,스물 아홉살,씨엔티테크(주),1,1.356,166,드라마,12세이상관람가,2011,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,폐교,(주)유비네트워크,20,0.6703,113,공포(호러),15세이상관람가,2019,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,미스터좀비,주식회사 마운틴픽쳐스,2,0.6629079999999999,105,코미디,15세이상관람가,2010,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,유신의 미학,마그넷 엔터테인먼터,1,0.7390000000000001,93,드라마,15세이상관람가,2015,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,"60년전, 사선에서",(주)인터콘미디어,2,0.596363,80,다큐멘터리,전체관람가,2010,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,"불의 날, 생명을 말하다",크리에이티브컴즈(주),1,0.568,71,다큐멘터리,전체관람가,2016,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,한민족 그리고 조선족,크리에이티브컴즈(주),1,0.568,71,다큐멘터리,전체관람가,2014,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,외계인들,(주)엘케이픽쳐스,1,0.27,54,코미디,15세이상관람가,2014,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,이상한 게임,디자인 콘텐츠,1,0.324,54,미스터리,15세이상관람가,2019,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,콩쥐별전 - 전주성의 비밀,유한회사 올빼미하우스,1,0.219,52,애니메이션,전체관람가,2019,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,나의 불행에는 이유가 있다,"시네마루,위드시네마",1,0.27868200000000004,47,드라마,15세이상관람가,2010,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,소중한 날의 꿈 감독판,에이원엔터테인먼트,1,0.075,15,애니메이션,전체관람가,2011,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,악녀의 시,노바엔터테인먼트,5,0.123,14,범죄,15세이상관람가,2016,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,죽기 전에 해야할 몇가지 것들,(주)이모션픽처스,1,0.025278,4,드라마,12세이상관람가,2009,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,킬 미,(주)싸이더스,172,390.480657,51304,멜로/로맨스,청소년관람불가,2009,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
