,순번,영화명,감독,제작사,배급사,개봉일,영화유형,영화형태,국적,전국,전국.1,전국.2,서울,서울.1,장르,등급,영화구분
133,134.0,증인,이한,"(주)무비락,(주)도서관옆스튜디오",롯데컬처웍스(주)롯데엔터테인먼트,2019-02-13,개봉영화,장편,한국,"1,047","20,312,348,931","2,516,128","4,478,036,341","547,326",드라마,12세이상관람가,일반영화
134,135.0,조작된 도시,박광현,"(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트",씨제이이앤엠(주),2017-02-09,개봉영화,장편,한국,"1,019","20,119,979,587","2,512,572","4,696,743,687","564,486",범죄,15세이상관람가,일반영화
135,136.0,반창꼬,정기훈,(주)영화사오름,(주)넥스트엔터테인먼트월드(NEW),2012-12-19,개봉영화,장편,한국,466,"17,883,988,787","2,471,721","4,304,602,748","568,409",멜로/로맨스,15세이상관람가,일반영화
136,137.0,블랙머니,정지영,"유한회사 질라라비,(주)아우라픽처스",(주)에이스메이커무비웍스,2019-11-13,개봉영화,장편,한국,"1,117","20,744,296,510","2,464,978","5,030,225,390","578,800",범죄,12세이상관람가,일반영화
137,138.0,화차,변영주,(주)영화제작소보임,필라멘트픽쳐스,2012-03-08,개봉영화,장편,한국,548,"18,450,760,000","2,435,211","6,041,917,500","760,953",미스터리,15세이상관람가,일반영화
138,139.0,이웃사람,김휘,"영화사 무쇠팔,플로우식스(주),자이온 이엔티(주),(주)누리픽쳐스,히트박스,(주)미스터로맨스",롯데쇼핑㈜롯데엔터테인먼트,2012-08-22,개봉영화,장편,한국,600,"18,087,442,369","2,434,099","5,411,949,754","697,152",스릴러,청소년관람불가,일반영화
139,140.0,조선명탐정: 흡혈괴마의 비밀,김석윤,청년필름(주),(주)쇼박스,2018-02-08,개봉영화,장편,한국,"1,249","19,690,818,764","2,424,330","4,072,581,264","490,363",사극,12세이상관람가,일반영화
140,141.0,재심,김태윤,(주)이디오플랜,"오퍼스픽쳐스(유),CGV아트하우스",2017-02-15,개봉영화,장편,한국,935,"19,263,100,637","2,420,729","4,569,982,837","555,767",드라마,15세이상관람가,일반영화
141,142.0,사바하,장재현,"(주)외유내강,(주)필름케이",씨제이이앤엠(주),2019-02-20,개봉영화,장편,한국,"1,174","20,002,183,194","2,397,792","5,593,443,364","654,182",미스터리,15세이상관람가,일반영화
142,143.0,의뢰인,손영성,청년필름(주),(주)쇼박스,2011-09-29,개봉영화,장편,한국,522,"17,797,042,500","2,393,086","5,652,134,000","719,601",스릴러,15세이상관람가,일반영화
143,144.0,화이: 괴물을 삼킨 아이,장준환,"나우필름(주),파인하우스필름(주),(주)쇼박스",(주)쇼박스,2013-10-09,개봉영화,장편,한국,817,"17,678,676,795","2,391,963","5,419,118,695","697,799",액션,청소년관람불가,일반영화
144,145.0,가문의 영광4 - 가문의 수난,정태원,(주)태원엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2011-09-07,개봉영화,장편,한국,537,"17,762,035,500","2,363,955","4,095,559,500","516,319",코미디,15세이상관람가,일반영화
145,146.0,블라인드,안상훈,(주)문와쳐,(주)넥스트엔터테인먼트월드(NEW),2011-08-10,개봉영화,장편,한국,404,"18,361,430,500","2,362,906","5,974,758,500","736,580",스릴러,청소년관람불가,일반영화
146,147.0,박열,이준익,(유)박열문화전문회사,메가박스중앙(주)플러스엠,2017-06-28,개봉영화,장편,한국,"1,176","18,093,543,795","2,359,174","4,921,077,395","623,230",드라마,12세이상관람가,일반영화
147,148.0,라스트 갓파더,심형래,㈜영구아트,씨제이엔터테인먼트,2010-12-29,개봉영화,장편,한국,547,"16,832,542,997","2,316,099","4,836,322,500","633,176",코미디,12세이상관람가,일반영화
148,149.0,하녀,임상수,"(주)싸이더스,(주)미로비젼",(주)싸이더스,2010-05-13,개봉영화,장편,한국,577,"17,310,669,976","2,304,487","5,832,848,500","740,713",스릴러,청소년관람불가,일반영화
149,150.0,박쥐,박찬욱,(주)모호필름,씨제이엔터테인먼트,2009-04-30,개봉영화,장편,한국,462,"15,051,788,827","2,237,271","5,232,105,000","741,819",공포(호러),청소년관람불가,일반영화
150,151.0,7광구,김지훈,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),2011-08-04,개봉영화,장편,한국,812,"19,314,027,000","2,232,179","4,908,554,500","528,995",SF,15세이상관람가,일반영화
151,152.0,타짜: 원 아이드 잭,권오광,"(주)싸이더스,(주)엠씨엠씨,(주)비에이엔터테인먼트",롯데컬처웍스(주)롯데엔터테인먼트,2019-09-11,개봉영화,장편,한국,"1,429","19,673,441,214","2,227,671","4,585,277,834","513,548",범죄,청소년관람불가,일반영화
152,153.0,마당을 나온 암탉,오성윤,"(주)오돌또기 ,(주)명필름",롯데쇼핑㈜롯데엔터테인먼트,2011-07-28,개봉영화,장편,한국,345,"14,656,535,500","2,199,048","3,749,312,000","538,167",애니메이션,전체관람가,일반영화
153,154.0,악의 연대기,백운학,(주)비에이엔터테인먼트,씨제이이앤엠(주),2015-05-14,개봉영화,장편,한국,776,"17,360,123,332","2,192,243","4,131,865,932","498,114",스릴러,15세이상관람가,일반영화
154,155.0,강남 1970,유하,"(주)모베라픽처스,(주)쇼박스",(주)쇼박스,2015-01-21,개봉영화,장편,한국,841,"17,717,971,499","2,192,172","4,859,661,899","586,992",액션,청소년관람불가,일반영화
155,156.0,황해,나홍진,㈜팝콘필름,"(주)쇼박스,이십세기폭스코리아(주)",2010-12-22,개봉영화,장편,한국,618,"16,765,970,362","2,167,426","5,751,617,500","714,591",스릴러,청소년관람불가,일반영화
156,157.0,초능력자,김민석,영화사 집,(주)넥스트엔터테인먼트월드(NEW),2010-11-10,개봉영화,장편,한국,622,"15,618,440,958","2,164,805","4,771,902,000","623,616",SF,15세이상관람가,일반영화
157,158.0,내 사랑 내 곁에,박진표,영화사 집,씨제이엔터테인먼트,2009-09-24,개봉영화,장편,한국,474,"15,764,312,409","2,160,265","4,551,271,500","592,412",드라마,12세이상관람가,일반영화
158,159.0,신의 한 수: 귀수편,리건,"(주)메이스엔터테인먼트,(주)아지트필름",씨제이이앤엠(주),2019-11-07,개봉영화,장편,한국,"1,246","18,390,955,050","2,146,764","4,084,690,170","463,426",범죄,15세이상관람가,일반영화
159,160.0,마이 웨이,강제규,(주)디렉터스,"에스케이플래닛(주),씨제이이앤엠(주)",2011-12-21,개봉영화,장편,한국,645,"15,994,803,000","2,142,622","4,281,032,000","548,651",전쟁,15세이상관람가,일반영화
160,161.0,나의 사랑 나의 신부,임찬상,필름모멘텀,씨네그루(주)다우기술,2014-10-08,개봉영화,장편,한국,629,"16,592,056,305","2,135,614","4,663,682,705","571,741",멜로/로맨스,15세이상관람가,일반영화
161,162.0,굿바이 싱글,김태곤,"호두앤유 엔터테인먼트(주),(주)영화사람",(주)쇼박스,2016-06-29,개봉영화,장편,한국,841,"16,912,706,195","2,108,273","4,380,827,515","527,830",코미디,15세이상관람가,일반영화
162,163.0,몽타주,정근섭,(주)미인픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2013-05-16,개봉영화,장편,한국,540,"15,000,722,500","2,095,375","3,543,306,000","469,536",스릴러,15세이상관람가,일반영화
163,164.0,명당,박희곤,(주)주피터필름,메가박스중앙(주)플러스엠,2018-09-19,개봉영화,장편,한국,"1,117","17,900,775,524","2,087,474","4,530,609,774","518,726",사극,12세이상관람가,일반영화
164,165.0,내부자들: 디 오리지널,우민호,(유)내부자들 문화전문회사,(주)쇼박스,2015-12-31,개봉영화,장편,한국,838,"16,973,885,275","2,083,999","4,701,340,971","564,863",범죄,청소년관람불가,일반영화
165,166.0,쩨쩨한 로맨스,김정훈,(주)크리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2010-12-01,개봉영화,장편,한국,463,"15,901,620,661","2,080,574","5,725,361,000","716,536",코미디,청소년관람불가,일반영화
166,167.0,뷰티 인사이드,백,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),2015-08-20,개봉영화,장편,한국,648,"16,152,717,131","2,053,947","5,031,538,031","611,979",판타지,12세이상관람가,일반영화
167,168.0,봉이 김선달,박대민,"(주)엠픽처스,(주)에스엔케이픽처스",씨제이이앤엠(주),2016-07-06,개봉영화,장편,한국,942,"16,172,133,642","2,044,564","3,545,320,462","432,216",사극,12세이상관람가,일반영화
168,169.0,남자가 사랑할 때,한동욱,"(주)사나이픽처스,필름트레인",(주)넥스트엔터테인먼트월드(NEW),2014-01-22,개봉영화,장편,한국,531,"14,510,222,300","1,979,311","3,441,120,300","448,985",멜로/로맨스,15세이상관람가,일반영화
169,170.0,협상,이종석,"(주)제이케이필름,그리고픽처스,씨제이이앤엠(주)",씨제이이앤엠(주),2018-09-19,개봉영화,장편,한국,919,"17,032,133,166","1,967,721","3,777,056,966","424,008",범죄,15세이상관람가,일반영화
170,171.0,애자,정기훈,시리우스픽쳐스(주),(주)시너지하우스 (시너지),2009-09-09,개봉영화,장편,한국,262,"13,785,879,439","1,922,634","3,876,788,000","514,001",드라마,15세이상관람가,일반영화
171,172.0,그림자 살인,박대민,씨제이엔터테인먼트,씨제이엔터테인먼트,2009-04-02,개봉영화,장편,한국,387,"12,805,808,556","1,914,779","4,256,402,500","604,843",미스터리,15세이상관람가,일반영화
172,173.0,내안의 그놈,강효진,"(주)에코필름,(주)전망좋은 영화사","(주)메리크리스마스,TCO(주)더콘텐츠온",2019-01-09,개봉영화,장편,한국,"1,041","16,293,580,567","1,901,684","3,159,829,257","357,691",판타지,15세이상관람가,일반영화
173,174.0,오늘의 연애,박진표,(주)팝콘에프앤엠,씨제이이앤엠(주),2015-01-14,개봉영화,장편,한국,709,"14,924,654,487","1,891,993","3,951,958,987","480,061",멜로/로맨스,15세이상관람가,일반영화
174,175.0,글러브,강우석,(주)시네마서비스,씨제이엔터테인먼트,2011-01-20,개봉영화,장편,한국,605,"13,757,574,500","1,888,100","3,986,844,000","520,939",드라마,전체관람가,일반영화
175,176.0,해결사,권혁재,(주)외유내강,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브",2010-09-09,개봉영화,장편,한국,524,"14,063,913,437","1,873,327","3,623,264,000","456,531",액션,15세이상관람가,일반영화
176,177.0,연애의 온도,노덕,(주)뱅가드스튜디오,롯데쇼핑㈜롯데엔터테인먼트,2013-03-21,개봉영화,장편,한국,567,"13,798,864,446","1,865,195","4,915,094,946","642,588",멜로/로맨스,청소년관람불가,일반영화
177,178.0,아이들...,이규만,"(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,2011-02-17,개봉영화,장편,한국,504,"13,562,608,500","1,864,408","3,413,341,000","443,026",범죄,15세이상관람가,일반영화
178,179.0,마약왕,우민호,(주)하이브미디어코프,(주)쇼박스,2018-12-19,개봉영화,장편,한국,"1,297","16,222,446,942","1,864,076","3,961,025,202","444,222",범죄,청소년관람불가,일반영화
179,180.0,코리아,문현성,"(주)더타워픽쳐스,씨제이이앤엠(주),(주)웰메이드스타엠",씨제이이앤엠(주),2012-05-03,개봉영화,장편,한국,537,"13,334,762,500","1,857,392","3,257,620,500","430,385",드라마,12세이상관람가,일반영화
180,181.0,노무현입니다,이창재,영화사 풀,"CGV아트하우스,영화사 풀",2017-05-25,개봉영화,장편,한국,775,"14,554,935,612","1,854,867","3,471,668,912","427,607",다큐멘터리,12세이상관람가,일반영화
181,182.0,집으로 가는 길,방은진,"씨제이이앤엠(주),(주)다세포클럽",씨제이이앤엠(주),2013-12-11,개봉영화,장편,한국,740,"13,048,519,745","1,854,625","3,235,828,745","440,958",드라마,15세이상관람가,일반영화
182,183.0,악마를 보았다,김지운,"(주)페퍼민트앤컴퍼니,(주)씨즈엔터테인먼트",(주)쇼박스,2010-08-12,개봉영화,장편,한국,494,"14,148,937,025","1,848,418","4,418,565,000","551,368",스릴러,청소년관람불가,일반영화
183,184.0,뺑반,한준희,"호두앤유픽쳐스(주),(주)쇼박스",(주)쇼박스,2019-01-30,개봉영화,장편,한국,"1,285","15,222,811,848","1,826,714","3,228,907,718","376,646",범죄,15세이상관람가,일반영화
184,185.0,나의 PS 파트너,변성현,나의PS파트너 문화산업전문회사,씨제이이앤엠(주),2012-12-06,개봉영화,장편,한국,552,"13,845,218,616","1,823,116","4,448,949,593","564,999",멜로/로맨스,청소년관람불가,일반영화
185,186.0,변신,김홍선,(주)다나크리에이티브,(주)에이스메이커무비웍스,2019-08-21,개봉영화,장편,한국,975,"15,417,922,925","1,804,112","3,329,066,895","375,676",공포(호러),15세이상관람가,일반영화
186,187.0,차우,신정원,(주)영화사수작,롯데쇼핑㈜롯데엔터테인먼트,2009-07-15,개봉영화,장편,한국,397,"12,676,951,144","1,799,356","3,362,197,000","450,304",액션,12세이상관람가,일반영화
187,188.0,공범,국동석,선샤인필름(주),씨제이이앤엠(주),2013-10-24,개봉영화,장편,한국,611,"12,333,110,882","1,766,285","3,073,743,882","413,549",스릴러,15세이상관람가,일반영화
188,189.0,대호,박훈정,(주)사나이픽처스,(주)넥스트엔터테인먼트월드(NEW),2015-12-16,개봉영화,장편,한국,892,"13,489,904,632","1,762,742","3,054,751,306","383,850",사극,12세이상관람가,일반영화
189,190.0,전설의 주먹,강우석,(주)시네마서비스,씨제이이앤엠(주),2013-04-10,개봉영화,장편,한국,724,"12,732,236,500","1,737,253","3,596,610,500","473,110",드라마,청소년관람불가,일반영화
190,191.0,제보자,임순례,(주)영화사수박,메가박스중앙(주)플러스엠,2014-10-02,개봉영화,장편,한국,676,"13,371,522,302","1,735,640","3,805,990,802","474,188",드라마,12세이상관람가,일반영화
191,192.0,러브픽션,전계수,"(주)삼거리픽쳐스,(주)판타지오",(주)넥스트엔터테인먼트월드(NEW),2012-02-29,개봉영화,장편,한국,617,"13,200,412,500","1,726,202","4,746,233,500","593,077",멜로/로맨스,15세이상관람가,일반영화
192,193.0,평양성,이준익,"(주)영화사아침,(주)타이거픽쳐스",롯데쇼핑㈜롯데엔터테인먼트,2011-01-27,개봉영화,장편,한국,451,"12,684,530,500","1,717,566","3,145,453,500","405,140",전쟁,12세이상관람가,일반영화
193,194.0,파파로티,윤종찬,케이엠컬쳐㈜,(주)쇼박스,2013-03-14,개봉영화,장편,한국,552,"11,808,286,000","1,713,891","3,136,119,000","433,742",드라마,15세이상관람가,일반영화
194,195.0,쎄시봉,김현석,"유한회사 제이필름,(주)무브픽쳐스",씨제이이앤엠(주),2015-02-05,개봉영화,장편,한국,829,"13,509,581,911","1,707,487","3,396,629,711","414,692",멜로/로맨스,15세이상관람가,일반영화
195,196.0,불꽃처럼 나비처럼,김용균,(주)싸이더스,(주)쇼박스,2009-09-24,개봉영화,장편,한국,437,"12,447,633,504","1,690,294","3,677,266,500","475,245",멜로/로맨스,15세이상관람가,일반영화
196,197.0,피끓는 청춘,이연우,(주)담소필름,롯데쇼핑㈜롯데엔터테인먼트,2014-01-22,개봉영화,장편,한국,679,"11,688,382,888","1,676,040","2,648,698,888","362,379",코미디,15세이상관람가,일반영화
197,198.0,PMC: 더 벙커,김병우,(주)퍼펙트스톰필름,씨제이이앤엠(주),2018-12-26,개봉영화,장편,한국,"1,081","14,024,838,424","1,671,548","3,416,787,594","394,373",액션,15세이상관람가,일반영화
198,199.0,공모자들,김홍선,(주)영화사채움,"씨너스엔터테인먼트(주),타임스토리그룹(주)",2012-08-29,개봉영화,장편,한국,496,"12,240,964,500","1,646,142","3,347,272,500","427,942",범죄,청소년관람불가,일반영화
199,200.0,임금님의 사건수첩,문현성,"(주)영화사람,씨제이이앤엠(주),(주)더타워픽쳐스",씨제이이앤엠(주),2017-04-26,개봉영화,장편,한국,"1,054","12,648,793,723","1,634,403","3,034,042,823","380,247",코미디,12세이상관람가,일반영화
200,201.0,걸캅스,정다원,필름모멘텀,씨제이이앤엠(주),2019-05-09,개봉영화,장편,한국,973,"13,772,604,134","1,625,037","3,195,307,954","367,990",코미디,15세이상관람가,일반영화
201,202.0,우아한 거짓말,이한,"(주)유비유필름,(주)무비락",CGV아트하우스,2014-03-13,개봉영화,장편,한국,555,"11,694,011,300","1,613,392","2,889,534,200","382,305",드라마,12세이상관람가,일반영화
202,203.0,하울링,유하,오퍼스픽쳐스(유),씨제이이앤엠(주),2012-02-16,개봉영화,장편,한국,550,"11,765,293,500","1,612,554","2,751,165,500","355,720",범죄,15세이상관람가,일반영화
203,204.0,두근두근 내 인생,이재용,영화사 집,씨제이이앤엠(주),2014-09-03,개봉영화,장편,한국,629,"12,191,623,034","1,611,519","2,557,981,934","322,968",드라마,12세이상관람가,일반영화
204,205.0,사자,김주환,(주)키이스트,롯데컬처웍스(주)롯데엔터테인먼트,2019-07-31,개봉영화,장편,한국,"1,405","12,917,306,145","1,609,737","3,155,811,715","380,265",미스터리,15세이상관람가,일반영화
205,206.0,창궐,김성훈,"리양필름(주),영화사 이창",(주)넥스트엔터테인먼트월드(NEW),2018-10-25,개봉영화,장편,한국,"1,351","13,275,772,490","1,599,290","3,015,779,340","352,559",사극,15세이상관람가,일반영화
206,207.0,더 폰,김봉주,(주)미스터로맨스,(주)넥스트엔터테인먼트월드(NEW),2015-10-22,개봉영화,장편,한국,794,"12,309,164,568","1,593,694","2,963,876,068","366,753",스릴러,15세이상관람가,일반영화
207,208.0,성난황소,김민호,"주식회사 플러스미디어엔터테인먼트,(주)비에이엔터테인먼트",(주)쇼박스,2018-11-22,개봉영화,장편,한국,"1,010","13,236,490,737","1,593,386","2,517,251,837","293,079",범죄,15세이상관람가,일반영화
208,209.0,무적자,송해성,핑거프린트(주),씨제이엔터테인먼트,2010-09-16,개봉영화,장편,한국,416,"11,816,488,677","1,571,432","2,859,696,500","358,104",드라마,15세이상관람가,일반영화
209,210.0,용의자X,방은진,"(주)케이앤엔터테인먼트,씨제이이앤엠(주)",씨제이이앤엠(주),2012-10-18,개봉영화,장편,한국,553,"11,241,013,000","1,552,055","3,368,822,000","444,111",미스터리,15세이상관람가,일반영화
210,211.0,도어락,이권,(주)영화사피어나,메가박스중앙(주)플러스엠,2018-12-05,개봉영화,장편,한국,954,"12,694,612,486","1,545,442","2,808,006,386","326,012",스릴러,15세이상관람가,일반영화
211,212.0,유감스러운 도시,김동원,(주)주머니이엔티,씨제이엔터테인먼트,2009-01-22,개봉영화,장편,한국,375,"10,300,187,478","1,534,911","2,231,852,000","311,803",코미디,15세이상관람가,일반영화
212,213.0,작전,이호재,(주)영화사비단길,(주)쇼박스,2009-02-12,개봉영화,장편,한국,393,"10,198,304,795","1,534,407","3,071,680,000","441,745",범죄,15세이상관람가,일반영화
213,214.0,퍼펙트 게임,박희곤,"(주)동아수출공사,밀리언 스토리,(주)다세포클럽",롯데쇼핑㈜롯데엔터테인먼트,2011-12-21,개봉영화,장편,한국,413,"11,220,408,500","1,507,084","3,504,286,500","450,844",드라마,12세이상관람가,일반영화
214,215.0,리틀 포레스트,임순례,(주)영화사수박,메가박스중앙(주)플러스엠,2018-02-28,개봉영화,장편,한국,884,"11,924,818,185","1,505,560","3,853,015,885","474,626",드라마,전체관람가,일반영화
215,216.0,차이나타운,한준희,폴룩스픽쳐스(주),CGV아트하우스,2015-04-29,개봉영화,장편,한국,551,"11,989,400,678","1,472,006","3,327,822,078","395,351",범죄,청소년관람불가,일반영화
216,217.0,스윙키즈,강형철,(주)안나푸르나필름,(주)넥스트엔터테인먼트월드(NEW),2018-12-19,개봉영화,장편,한국,984,"12,077,312,892","1,470,753","3,606,050,352","421,172",드라마,12세이상관람가,일반영화
217,218.0,부라더,장유정,"(주)홍필름,(주)수필름",메가박스중앙(주)플러스엠,2017-11-02,개봉영화,장편,한국,889,"11,590,908,298","1,468,301","2,357,877,298","287,039",코미디,12세이상관람가,일반영화
218,219.0,해무(海霧),심성보,"(주)해무,(주)루이스 픽쳐스",(주)넥스트엔터테인먼트월드(NEW),2014-08-13,개봉영화,장편,한국,584,"11,631,310,219","1,466,830","3,232,230,219","393,674",드라마,청소년관람불가,일반영화
219,220.0,인간중독,김대우,(주)아이언팩키지,(주)넥스트엔터테인먼트월드(NEW),2014-05-14,개봉영화,장편,한국,682,"11,284,787,400","1,441,964","3,245,824,400","399,065",멜로/로맨스,청소년관람불가,일반영화
220,221.0,나의 특별한 형제,육상효,"(주)명필름,(주)조이래빗",(주)넥스트엔터테인먼트월드(NEW),2019-05-01,개봉영화,장편,한국,936,"11,835,049,574","1,441,813","2,227,671,104","263,613",드라마,12세이상관람가,일반영화
221,222.0,탐정 홍길동: 사라진 마을,조성희,(주)영화사비단길,씨제이이앤엠(주),2016-05-04,개봉영화,장편,한국,764,"11,483,686,845","1,426,873","2,822,840,805","336,208",드라마,15세이상관람가,일반영화
222,223.0,런닝맨,조동오,"(주)크리픽쳐스,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),2013-04-04,개봉영화,장편,한국,567,"10,011,200,500","1,416,053","2,410,370,500","324,400",액션,15세이상관람가,일반영화
223,224.0,구르믈 버서난 달처럼,이준익,"(주)영화사아침,(주)타이거픽쳐스",에스케이텔레콤(주),2010-04-28,개봉영화,장편,한국,509,"10,408,565,262","1,407,681","3,349,797,000","432,451",사극,15세이상관람가,일반영화
224,225.0,기억의 밤,장항준,(주)비에이엔터테인먼트,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",2017-11-29,개봉영화,장편,한국,751,"10,652,346,660","1,387,599","2,887,719,160","362,973",미스터리,15세이상관람가,일반영화
225,226.0,골든슬럼버,노동석,영화사 집,씨제이이앤엠(주),2018-02-14,개봉영화,장편,한국,833,"11,412,768,798","1,387,508","2,666,693,198","315,506",범죄,15세이상관람가,일반영화
226,227.0,브이아이피,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",워너브러더스 코리아(주),2017-08-23,개봉영화,장편,한국,996,"10,956,621,835","1,373,316","2,863,320,535","345,963",범죄,청소년관람불가,일반영화
227,228.0,특별시민,박인제,(주)팔레트픽처스,(주)쇼박스,2017-04-26,개봉영화,장편,한국,"1,154","10,494,768,945","1,362,634","2,869,531,745","360,598",드라마,15세이상관람가,일반영화
228,229.0,차형사,신태라,썸머트리 주식회사,씨제이이앤엠(주),2012-05-30,개봉영화,장편,한국,433,"9,752,555,296","1,346,754","2,184,448,796","283,739",코미디,15세이상관람가,일반영화
229,230.0,은교,정지우,"정지우 필름,㈜렛츠필름",롯데쇼핑㈜롯데엔터테인먼트,2012-04-25,개봉영화,장편,한국,521,"9,917,728,000","1,346,274","3,405,009,000","446,283",멜로/로맨스,청소년관람불가,일반영화
230,231.0,궁합,홍창표,(주)주피터필름,씨제이이앤엠(주),2018-02-28,개봉영화,장편,한국,966,"10,478,875,438","1,340,117","2,478,594,738","309,094",코미디,12세이상관람가,일반영화
231,232.0,미스터 고,김용화,"(주)덱스터필름,(주)광대무변,(주)컨텐츠아이",(주)쇼박스,2013-07-17,개봉영화,장편,한국,840,"9,337,990,000","1,328,890","2,389,631,500","321,292",코미디,12세이상관람가,일반영화
232,233.0,청담보살,김진영,(주)전망좋은 영화사,(주)넥스트엔터테인먼트월드(NEW),2009-11-11,개봉영화,장편,한국,404,"9,687,687,439","1,321,005","2,882,176,500","372,155",멜로/로맨스,15세이상관람가,일반영화
233,234.0,사라진 밤,이창희,"(주)싸이더스,(주)엠씨엠씨,(주)더블앤조이픽쳐스",(주)키다리이엔티,2018-03-07,개봉영화,장편,한국,925,"10,686,397,316","1,314,274","2,577,142,716","309,566",스릴러,15세이상관람가,일반영화
234,235.0,간첩,우민호,(주)영화사울림,롯데쇼핑㈜롯데엔터테인먼트,2012-09-20,개봉영화,장편,한국,576,"9,316,548,500","1,310,895","2,407,402,000","326,457",드라마,15세이상관람가,일반영화
235,236.0,장산범,허정,(주)드림캡쳐,(주)넥스트엔터테인먼트월드(NEW),2017-08-17,개봉영화,장편,한국,711,"10,332,117,083","1,305,145","2,153,814,083","257,679",미스터리,15세이상관람가,일반영화
236,237.0,킹콩을 들다,박건용,"(주)알지엔터웍스,(주)씨엘엔터테인먼트",(주)넥스트엔터테인먼트월드(NEW),2009-07-01,개봉영화,장편,한국,411,"8,597,263,166","1,277,800","2,935,984,500","397,780",드라마,전체관람가,일반영화
237,238.0,간기남,김형준,"(주)트로피엔터테인먼트,㈜더드림앤드픽쳐스",(주)쇼박스,2012-04-11,개봉영화,장편,한국,356,"9,356,404,500","1,246,185","2,480,022,000","313,190",코미디,청소년관람불가,일반영화
238,239.0,유열의 음악앨범,정지우,"(주)무비락,정지우 필름,(주)필름봉옥",CGV아트하우스,2019-08-28,개봉영화,장편,한국,"1,078","10,233,455,040","1,245,532","2,970,923,290","346,201",멜로/로맨스,12세이상관람가,일반영화
239,240.0,육혈포 강도단,강효진,(주)전망좋은 영화사,롯데쇼핑㈜롯데엔터테인먼트,2010-03-18,개봉영화,장편,한국,319,"8,784,927,671","1,233,582","2,278,826,500","302,702",코미디,15세이상관람가,일반영화
240,241.0,심야의 F.M.,김상만,"(주)주말의 명화,(주)홍필름",롯데쇼핑㈜롯데엔터테인먼트,2010-10-14,개봉영화,장편,한국,422,"9,328,562,568","1,228,673","2,982,025,500","373,247",스릴러,청소년관람불가,일반영화
241,242.0,특별수사: 사형수의 편지,권종관,(주)콘텐츠케이,(주)넥스트엔터테인먼트월드(NEW),2016-06-16,개봉영화,장편,한국,691,"9,792,082,065","1,225,142","2,119,260,245","255,249",범죄,15세이상관람가,일반영화
242,243.0,찌라시: 위험한 소문,김광식,(주)영화사수박,씨제이이앤엠(주),2014-02-20,개봉영화,장편,한국,560,"9,111,648,087","1,221,420","2,127,543,287","272,430",범죄,15세이상관람가,일반영화
243,244.0,결혼전야,홍지영,(주)수필름,씨너스엔터테인먼트(주),2013-11-21,개봉영화,장편,한국,524,"8,431,504,719","1,212,270","2,667,346,719","365,215",멜로/로맨스,15세이상관람가,일반영화
244,245.0,악녀,정병길,(주)앞에있다,(주)넥스트엔터테인먼트월드(NEW),2017-06-08,개봉영화,장편,한국,685,"9,730,720,144","1,206,917","2,546,959,444","304,997",액션,청소년관람불가,일반영화
245,246.0,인사동 스캔들,박희곤,(주)쌈지,에스케이텔레콤(주),2009-04-29,개봉영화,장편,한국,314,"7,900,084,842","1,206,101","2,450,497,500","353,002",드라마,15세이상관람가,일반영화
246,247.0,깡철이,안권태,"(주)시네마서비스,㈜더드림앤드픽쳐스,㈜팝콘필름",씨제이이앤엠(주),2013-10-02,개봉영화,장편,한국,707,"8,534,777,462","1,204,666","2,054,267,462","274,966",드라마,15세이상관람가,일반영화
247,248.0,시간이탈자,곽재용,"씨제이이앤엠(주),상상필름(주)",씨제이이앤엠(주),2016-04-13,개봉영화,장편,한국,733,"9,729,882,195","1,202,058","2,733,406,795","325,133",스릴러,15세이상관람가,일반영화
248,249.0,R2B: 리턴투베이스,김동원,"(주)주머니필름,(주)빨간마후라,씨제이이앤엠(주)",씨제이이앤엠(주),2012-08-15,개봉영화,장편,한국,539,"8,600,489,371","1,201,640","1,993,557,324","264,850",액션,15세이상관람가,일반영화
249,250.0,해빙,이수연,"위더스필름(주),(주)영화사불",롯데쇼핑㈜롯데엔터테인먼트,2017-03-01,개봉영화,장편,한국,915,"9,879,737,822","1,201,576","2,434,113,422","284,100",스릴러,15세이상관람가,일반영화
250,251.0,더 웹툰: 예고살인,김용균,"(주)필마픽쳐스 ,(주)라인필름,씨제이이앤엠(주)",씨제이이앤엠(주),2013-06-27,개봉영화,장편,한국,541,"8,534,322,070","1,201,033","2,327,450,570","314,005",공포(호러),15세이상관람가,일반영화
251,252.0,생일,이종언,"나우필름(주),(주)영화사레드피터,파인하우스필름(주)",(주)넥스트엔터테인먼트월드(NEW),2019-04-03,개봉영화,장편,한국,862,"9,786,575,840","1,186,283","1,958,959,300","230,586",드라마,전체관람가,일반영화
