,순번,영화명,감독,제작사,배급사,개봉일,영화유형,영화형태,국적,전국,전국.1,전국.2,서울,서울.1,장르,등급,영화구분
252,253.0,바람 바람 바람,이병헌,(주)하이브미디어코프,(주)넥스트엔터테인먼트월드(NEW),2018-04-05,개봉영화,장편,한국,985,"9,702,206,675","1,183,959","2,250,342,475","271,361",코미디,청소년관람불가,일반영화
253,254.0,빅매치,최호,(주)보경사,(주)넥스트엔터테인먼트월드(NEW),2014-11-27,개봉영화,장편,한국,627,"8,952,096,578","1,177,438","2,231,518,478","280,152",액션,15세이상관람가,일반영화
254,255.0,"힘을 내요, 미스터 리",이계벽,"(주)용필름,(주)덱스터스튜디오",(주)넥스트엔터테인먼트월드(NEW),2019-09-11,개봉영화,장편,한국,990,"9,887,863,906","1,176,076","1,965,170,736","229,545",코미디,12세이상관람가,일반영화
255,256.0,동주,이준익,(주) 루스이소니도스,메가박스중앙(주)플러스엠,2016-02-17,개봉영화,장편,한국,499,"8,864,695,589","1,168,427","2,961,796,289","376,321",드라마,12세이상관람가,일반영화
256,257.0,돈의 맛,임상수,휠므빠말주식회사,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012-05-17,개봉영화,장편,한국,643,"8,776,870,611","1,165,488","2,880,753,111","365,067",드라마,청소년관람불가,일반영화
257,258.0,장수상회,강제규,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),2015-04-09,개봉영화,장편,한국,688,"8,707,389,643","1,160,935","2,204,750,243","284,742",멜로/로맨스,12세이상관람가,일반영화
258,259.0,가문의 영광5 - 가문의 귀환,정용기,(주)태원엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2012-12-19,개봉영화,장편,한국,447,"8,330,342,500","1,160,021","1,681,261,500","224,852",코미디,15세이상관람가,일반영화
259,260.0,슬로우 비디오,김영탁,"이십세기폭스 인터내셔널 프로덕션,(주)영화사AK기쁜우리젊은날",이십세기폭스코리아(주),2014-10-02,개봉영화,장편,한국,618,"8,840,530,219","1,159,787","2,288,636,719","286,952",드라마,12세이상관람가,일반영화
260,261.0,미씽: 사라진 여자,이언희,다이스필름(주),메가박스중앙(주)플러스엠,2016-11-30,개봉영화,장편,한국,790,"8,881,616,256","1,153,109","2,457,671,256","307,997",미스터리,15세이상관람가,일반영화
261,262.0,퍼펙트맨,용수,"(주)맨필름,(주)쇼박스",(주)쇼박스,2019-10-02,개봉영화,장편,한국,894,"9,604,139,750","1,144,894","1,544,313,980","178,228",코미디,15세이상관람가,일반영화
262,263.0,용서는 없다,김형준,"㈜더드림앤드픽쳐스,(주)시네마서비스",(주)시네마서비스,2010-01-07,개봉영화,장편,한국,334,"8,737,627,361","1,144,238","2,656,285,000","332,736",범죄,청소년관람불가,일반영화
263,264.0,장사리 : 잊혀진 영웅들,"곽경택,김태훈",(주)태원엔터테인먼트,워너브러더스 코리아(주),2019-09-25,개봉영화,장편,한국,"1,090","8,997,921,050","1,140,876","1,699,010,620","208,596",전쟁,12세이상관람가,일반영화
264,265.0,고령화 가족,송해성,(주)인벤트스톤,씨제이이앤엠(주),2013-05-09,개봉영화,장편,한국,583,"8,159,482,153","1,139,250","2,429,592,653","324,221",드라마,15세이상관람가,일반영화
265,266.0,김종욱 찾기,장유정,(주)수필름,씨제이엔터테인먼트,2010-12-08,개봉영화,장편,한국,442,"8,271,660,983","1,130,638","3,070,574,500","396,698",멜로/로맨스,12세이상관람가,일반영화
266,267.0,하루,조선호,(주)라인필름,CGV아트하우스,2017-06-15,개봉영화,장편,한국,781,"9,068,009,842","1,129,018","2,244,976,142","270,183",스릴러,15세이상관람가,일반영화
267,268.0,챔피언,김용완,(주)코코너,워너브러더스 코리아(주),2018-05-01,개봉영화,장편,한국,874,"9,441,064,230","1,125,319","1,846,376,630","212,475",드라마,12세이상관람가,일반영화
268,269.0,성난 변호사,허종호,"씨제이이앤엠(주),(주)영화사 빛나는 제국,우수영화사",씨제이이앤엠(주),2015-10-08,개봉영화,장편,한국,607,"8,697,174,039","1,124,918","2,126,132,839","263,369",범죄,15세이상관람가,일반영화
269,270.0,"당신, 거기 있어줄래요",홍지영,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,2016-12-14,개봉영화,장편,한국,767,"8,999,085,248","1,124,815","2,552,055,748","305,990",판타지,12세이상관람가,일반영화
270,271.0,특수본,황병국,(주)영화사수박,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-11-24,개봉영화,장편,한국,471,"8,096,052,500","1,118,258","2,269,510,500","299,090",액션,15세이상관람가,일반영화
271,272.0,회사원,임상윤,"영화사심미안(주),(주)쇼박스,(주)51k",(주)쇼박스,2012-10-11,개봉영화,장편,한국,549,"8,321,175,000","1,110,523","2,544,330,000","323,549",액션,청소년관람불가,일반영화
272,273.0,간신,민규동,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,2015-05-21,개봉영화,장편,한국,697,"8,946,842,910","1,110,246","2,421,410,210","289,236",사극,청소년관람불가,일반영화
273,274.0,베스트셀러,이정호,"(주)에코필름,데이지엔터테인먼트",(주)시너지하우스 (시너지),2010-04-15,개봉영화,장편,한국,317,"8,110,824,681","1,099,665","2,478,553,500","317,714",미스터리,15세이상관람가,일반영화
274,275.0,롱 리브 더 킹: 목포 영웅,강윤성,"(주)영화사 필름몬스터,(주)비에이엔터테인먼트","메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다",2019-06-19,개봉영화,장편,한국,965,"9,218,262,910","1,092,738","1,631,602,490","189,422",액션,15세이상관람가,일반영화
275,276.0,오빠생각,이한,(주)조이래빗,(주)넥스트엔터테인먼트월드(NEW),2016-01-21,개봉영화,장편,한국,855,"8,058,857,287","1,069,436","1,899,517,093","242,400",드라마,12세이상관람가,일반영화
