,이경영,정인기,마동석,배성우,오달수,라미란,조진웅,김기천,한이진,오정세,영화명
462,0,0,0,0,0,0,0,1,0,0,무서운 이야기
463,0,0,0,0,0,0,0,0,0,0,희생부활자
464,0,0,0,0,0,0,0,0,0,0,정승필 실종사건
465,0,0,0,0,0,0,0,0,0,0,도리화가
466,0,0,0,0,0,0,0,0,0,0,세상에서 가장 아름다운 이별
467,0,0,0,0,0,0,0,0,0,1,레드카펫
468,0,0,0,0,0,0,0,0,0,0,번 더 스테이지: 더 무비
469,0,0,0,0,0,0,0,0,0,0,마이 블랙 미니드레스
470,0,0,0,0,0,0,0,0,0,0,위대한 소원
471,0,0,0,0,0,0,0,0,0,0,덕구
472,0,0,0,0,0,0,0,0,0,0,미성년
473,0,0,0,0,0,0,0,0,0,0,호우시절
474,0,0,0,0,0,0,0,0,0,0,배심원들
475,0,0,0,0,0,0,0,0,0,0,혼숨
476,0,0,0,0,0,0,0,0,0,0,기방도령
477,0,0,0,0,0,0,0,0,0,0,1724 기방난동사건
478,0,0,0,0,0,0,0,0,0,0,네버엔딩 스토리
479,0,0,0,0,0,0,0,0,0,0,다이노 타임
480,0,0,0,0,0,0,0,0,0,0,극장판 안녕 자두야
481,0,0,0,0,0,0,0,0,0,0,마지막 선물
482,0,0,0,0,0,0,0,0,0,0,가루지기
483,0,0,0,0,0,0,0,0,0,0,요가학원
484,0,0,0,0,0,0,0,0,0,0,가비
485,0,0,0,0,0,0,0,1,0,0,롤러코스터
486,0,0,0,0,0,0,0,0,0,0,마이 뉴 파트너
487,0,0,0,0,0,0,0,0,0,0,악질경찰
488,0,0,1,0,0,0,0,0,0,0,함정
489,0,0,0,0,0,0,0,1,0,0,기묘한 가족
490,0,0,0,0,0,0,0,0,0,0,밤의 여왕
491,0,0,0,0,0,0,0,0,0,0,불신지옥
492,0,0,0,0,0,0,0,0,0,0,비밀은 없다
493,0,0,0,0,0,0,0,0,0,0,걸스카우트
494,0,0,0,0,0,0,0,0,0,0,적과의 동침
495,0,0,0,0,0,0,0,0,0,0,미옥
496,0,0,0,0,0,0,0,0,0,0,강철대오:구국의 철가방
497,0,0,0,0,0,0,0,0,0,0,어느날
498,0,0,0,0,0,0,0,0,0,0,폐가
499,0,0,0,0,0,0,0,0,0,0,순정
500,0,0,0,0,0,0,0,0,0,0,치즈인더트랩
501,0,0,0,0,0,0,1,1,1,0,분노의 윤리학
502,0,0,0,0,0,0,0,0,0,0,마마
503,0,0,0,0,0,0,0,0,0,0,우리 집에 왜 왔니
504,0,0,0,0,0,0,0,0,0,0,1급기밀
505,0,0,0,0,0,0,0,0,0,0,나는 공무원이다
506,0,0,0,0,0,0,0,0,0,0,속닥속닥
507,0,0,0,0,0,0,0,0,0,0,라듸오 데이즈
508,0,0,0,0,0,0,0,0,0,0,"대한이, 민국씨"
509,0,0,0,0,1,1,0,0,0,0,자칼이 온다
510,0,0,0,0,0,0,0,0,0,0,덕수리 5형제
511,0,0,0,0,0,0,0,0,0,0,코알라 키드 : 영웅의 탄생
512,0,0,0,0,0,0,0,0,0,0,비스트
513,0,0,0,0,1,0,0,0,0,0,페스티발
514,0,0,0,0,0,0,0,0,0,0,도레미파솔라시도
515,0,0,0,0,0,0,0,0,0,0,어린 의뢰인
516,0,0,0,0,0,0,0,0,0,0,언니
517,0,0,0,0,0,0,0,0,0,0,투혼
518,0,0,0,0,0,0,0,0,0,0,언더독
519,0,0,0,0,0,0,0,0,0,0,응징자
520,0,0,0,0,0,0,0,0,0,0,런닝맨 : 풀룰루의 역습
521,0,0,0,0,0,0,0,0,0,0,우상
522,0,0,0,0,0,0,0,0,0,0,마이 리틀 히어로
523,0,0,0,0,0,0,0,0,0,0,아빠가 여자를 좋아해
524,0,0,0,0,0,0,0,0,0,0,채비
525,0,0,0,0,0,0,0,1,0,0,톱스타
526,0,0,0,0,0,0,0,0,0,0,두번할까요
527,0,0,0,0,0,0,0,0,0,0,아빠를 빌려드립니다
528,1,0,0,0,0,0,0,0,0,0,자전차왕 엄복동
529,0,0,0,0,0,0,0,0,0,0,그랑프리
530,1,0,0,0,1,0,0,0,0,0,대배우
531,0,0,1,0,0,0,0,0,0,0,노리개
532,0,0,0,0,0,0,0,0,1,0,나는 아빠다
533,0,0,0,0,0,0,0,0,0,0,진범
534,0,0,0,0,0,0,0,0,0,0,무법자
535,0,0,0,0,0,0,0,0,0,0,부산
536,0,0,0,0,0,0,0,0,0,0,최강전사 미니특공대 : 새로운 악당의 습격
537,0,0,0,0,0,0,0,0,0,0,달빛궁궐
538,0,0,0,0,0,0,0,0,0,0,로맨틱 아일랜드
539,0,0,0,0,0,0,0,0,0,0,비정규직 특수요원
540,0,0,0,1,0,1,0,1,0,0,워킹걸
541,0,0,0,0,0,0,0,0,0,0,웨딩드레스
542,0,1,0,0,0,1,0,0,0,0,펜트하우스 코끼리
543,1,0,0,0,0,0,0,0,0,0,은밀한 유혹
544,0,0,0,0,0,0,0,0,0,0,키친
545,0,0,0,0,0,0,0,0,0,0,극장판 또봇: 로봇군단의 습격
546,0,0,0,0,0,0,0,0,0,0,나를 기억해
547,0,0,0,0,0,0,1,0,0,0,독전: 익스텐디드 컷
548,0,0,0,0,0,0,0,0,0,0,0.0MHz
549,0,0,0,0,0,0,0,0,0,0,극장판 꼬마버스 타요의 에이스 구출작전
550,0,0,0,0,0,0,0,0,0,0,로마의 휴일
551,0,0,0,0,0,0,0,0,0,0,나의 절친 악당들
552,0,0,0,0,0,0,0,0,0,0,오늘
553,0,0,0,0,0,0,0,0,0,0,맨홀
554,0,0,0,0,0,0,0,0,0,0,구세주 2
555,0,0,0,0,0,0,0,0,0,0,시간위의 집
556,0,0,0,0,0,0,0,0,0,0,마법천자문: 대마왕의 부활을 막아라
557,0,0,0,0,0,0,0,1,0,0,퇴마: 무녀굴
558,0,0,0,0,0,0,0,0,0,0,최강전사 미니특공대: 영웅의 탄생
559,0,0,1,0,0,0,0,0,0,0,배우는 배우다
560,0,0,0,0,0,0,0,0,0,0,걸프렌즈
561,0,0,0,0,0,0,0,0,0,0,히트
562,0,0,0,0,0,0,0,0,0,0,허밍
563,0,0,0,0,0,0,0,0,0,1,5백만불의 사나이
564,0,0,0,0,0,0,0,0,0,0,꿈은 이루어진다
565,0,0,0,0,0,0,0,0,0,0,크게 될 놈
566,0,0,0,0,0,0,0,0,0,0,루시드 드림
567,0,0,0,0,0,0,0,0,0,0,암전
568,0,0,0,0,0,0,0,0,0,0,바람
569,1,0,0,0,0,0,0,0,1,0,게이트
570,0,1,0,0,0,0,0,0,0,0,돌연변이
571,0,0,0,0,0,0,0,0,0,0,미니특공대X
572,0,0,0,0,0,0,0,0,0,0,여중생A
573,0,0,0,0,0,0,0,0,0,0,인류멸망 보고서
574,0,0,0,0,0,0,0,0,0,0,슈퍼 빼꼼: 스파이 대작전
575,0,0,0,0,0,0,0,0,0,0,천국의 우편배달부
576,0,0,0,0,0,0,0,0,0,0,577 프로젝트
577,0,0,0,0,0,0,0,0,0,0,기생령
578,0,0,0,0,0,0,0,0,0,0,걷기왕
579,0,0,0,0,0,0,0,0,0,0,무서운 이야기 3 : 화성에서 온 소녀
580,0,0,0,0,0,0,0,0,0,0,일사각오
581,0,0,0,0,0,0,0,0,0,0,그 남자의 책 198쪽
582,0,0,0,0,0,0,0,0,0,0,써니 감독판
583,0,0,0,0,0,0,0,0,0,1,그대 이름은 장미
584,0,0,0,0,0,0,0,0,0,0,어린 왕자
585,0,0,0,0,0,0,0,0,0,0,터널 3D
586,0,0,0,0,0,0,0,0,0,0,쓰리 썸머 나잇
587,0,0,0,1,0,0,0,0,0,0,엽기적인 그녀 2
588,0,0,0,0,0,0,0,0,0,0,회초리
589,0,0,0,0,0,0,0,0,0,0,외톨이
590,0,0,0,0,0,0,0,0,0,0,로맨틱 헤븐
591,0,0,0,0,0,0,0,0,0,0,정글히어로
592,0,0,0,0,0,0,0,0,0,0,번개맨
593,0,0,0,0,0,0,0,0,0,0,4교시 추리영역
594,0,0,0,0,0,0,0,0,0,0,닥터
595,0,0,0,0,0,0,0,0,0,0,당신이 잠든 사이에
596,0,0,0,0,0,0,0,0,0,0,여곡성
597,0,0,0,0,0,0,0,0,0,0,극장판 반지의 비밀일기
598,0,0,0,0,0,0,0,0,0,0,주문진
599,0,0,0,0,0,0,0,0,0,0,Mr.아이돌
600,0,0,0,0,0,0,0,0,0,0,올레
601,0,1,0,0,0,0,0,0,0,0,돌이킬 수 없는
602,0,0,0,0,0,0,0,0,0,0,"사랑한다, 사랑하지 않는다"
603,0,0,0,0,0,0,0,0,0,0,뷰티풀 투모로우
604,0,0,0,0,1,0,0,0,0,0,헤드
605,0,0,0,0,0,0,0,0,0,0,결정적 한방
606,0,0,1,0,0,0,0,0,0,0,두 남자
607,0,0,0,0,0,0,0,0,0,0,번개맨과 신비의 섬
608,0,0,0,0,0,0,0,0,0,0,흑심모녀
609,0,0,0,0,0,0,0,1,0,0,달빛 길어올리기
610,0,0,0,0,0,0,0,0,0,0,극장판 프랭키와 친구들: 생명의 나무
611,0,0,0,0,0,0,0,0,0,0,빅뱅 메이드
612,0,0,0,0,0,0,0,0,0,0,내 눈에 콩깍지
613,0,0,0,0,0,0,0,0,0,0,잡아야 산다
614,0,0,0,0,0,0,0,0,0,0,왓칭
615,1,0,0,0,0,0,0,0,0,1,머니백
616,0,0,0,0,0,0,0,0,0,0,폭풍전야
617,0,0,0,0,0,0,0,0,0,0,미안해 사랑해 고마워
618,0,0,0,0,0,0,0,0,0,0,서울이 보이냐
619,0,0,0,0,0,0,0,0,0,0,젝스키스 에이틴
620,0,0,0,0,0,0,0,0,0,0,비밀
621,0,0,0,0,0,0,0,0,0,0,번개맨의 비밀
622,0,0,0,0,0,0,0,0,0,0,더 킥
623,0,0,0,0,0,0,0,0,0,0,데자뷰
624,0,0,0,0,0,0,0,0,0,0,잘못된 만남
625,0,0,0,0,0,0,0,0,0,1,목숨 건 연애
626,0,0,1,0,0,0,0,0,0,0,뜨거운 안녕
627,0,0,0,0,0,0,0,0,0,0,비밥바룰라
628,0,0,0,0,0,0,0,0,0,0,"그래, 가족"
629,0,0,0,0,0,0,0,0,0,0,된장
630,0,0,0,0,0,0,0,0,0,0,설계
631,0,0,0,0,1,0,0,0,0,0,미운오리새끼
632,0,0,0,0,0,0,1,0,0,0,스페어
633,0,0,0,0,0,0,0,0,0,0,혈투
634,0,0,0,0,0,0,0,0,0,0,약장수
635,0,0,0,0,0,0,0,0,0,0,극장판 뽀잉: 슈퍼 변신의 비밀
636,0,0,0,0,0,0,0,0,0,0,배반의 장미
637,0,0,0,0,0,0,0,0,0,0,레이디버그
638,0,0,0,0,0,0,0,0,0,0,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D
639,0,0,0,0,0,0,0,0,0,0,트릭
640,1,0,0,0,0,0,0,0,0,0,백프로
641,0,0,0,0,0,0,0,0,0,0,에스엠타운 더 스테이지
642,0,0,0,0,0,0,0,0,0,0,지구대표 롤링스타즈
643,0,0,0,0,0,0,0,0,0,0,스파키
644,0,0,0,0,0,0,0,0,0,0,복숭아나무
645,0,0,0,0,0,0,0,0,0,0,I AM
646,0,0,0,0,0,0,0,0,0,0,19-Nineteen
647,0,0,0,0,0,0,0,0,0,0,대결
648,0,0,0,0,0,0,0,0,0,0,썬키스 패밀리
649,0,0,0,0,0,0,0,0,0,0,꼭두각시
650,0,0,0,0,0,0,0,0,0,0,날나리 종부전
651,0,0,0,0,0,0,0,0,0,0,역모-반란의 시대
652,0,0,0,0,0,0,0,0,0,0,비상
653,0,0,0,0,0,0,0,0,0,0,캐리tv 러브콘서트 더 무비
654,0,0,0,0,0,0,0,0,0,0,무림여대생
655,0,0,0,0,0,0,0,0,0,0,인천상륙작전 : 익스텐디드 에디션(확장판)
656,0,1,0,0,0,0,0,0,0,0,해피 투게더
657,0,0,0,0,0,0,0,0,0,0,4요일: 자살을 부르는 요일
658,0,0,0,0,0,0,0,0,0,0,더 데이
659,0,0,0,0,0,0,0,0,0,0,GROW: 인피니트의 리얼 청춘 라이프
660,0,0,0,0,0,0,0,0,0,0,고스트 메신저 극장판
661,0,0,0,0,0,0,0,0,0,0,얼굴없는 보스
662,0,0,0,0,0,0,0,0,0,0,사요나라 이츠카
663,0,0,0,0,0,0,0,0,0,0,비정한 도시 감독판
664,1,0,0,0,0,0,0,0,0,0,"봄, 눈"
665,0,0,0,0,0,0,0,0,0,1,히어로
666,0,0,0,0,0,0,0,0,0,0,파워배틀 와치카: 와치가면의 역습
667,0,0,0,0,0,0,0,0,0,0,터닝메카드W: 반다인의 비밀 특별판
668,0,0,0,0,0,0,0,0,0,0,히야
669,0,0,0,0,0,0,0,0,0,0,싸이보그 그녀
670,0,0,0,0,0,0,0,0,0,0,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!
671,0,0,0,0,0,0,0,0,0,0,완전 소중한 사랑
672,0,0,0,0,0,0,0,0,1,0,웨딩스캔들
673,0,0,0,0,0,0,0,0,0,0,방울토마토
674,0,0,0,0,0,0,0,0,0,0,트와이스랜드
675,0,0,0,0,0,0,0,0,0,0,하늘과 바다
676,0,0,0,0,0,0,0,0,0,0,이별계약
677,0,0,0,0,0,0,0,0,0,0,비스트 앵콜 콘서트 3D
678,0,0,0,0,0,0,0,0,0,0,극장판 샤이닝스타:새로운 루나퀸의 탄생!
679,0,0,0,0,0,0,0,0,0,0,볼츠와 블립
680,0,0,0,0,0,0,0,0,0,0,무수단
681,0,0,0,0,0,0,0,0,0,0,아티스트 봉만대
682,0,0,0,0,0,0,0,0,0,0,귀 鬼
683,0,0,0,0,0,0,0,0,0,0,웃는남자 감독판
684,0,0,0,0,0,0,0,0,1,0,서유기 리턴즈
685,0,0,0,0,0,0,0,0,0,0,타투
686,0,0,0,0,0,0,0,0,0,0,맨데이트: 신이 주신 임무
687,0,0,0,0,0,0,0,0,0,0,검은손
688,0,0,0,0,0,0,0,0,0,0,최종병기 활 감독확장판
689,0,1,0,0,0,0,0,0,0,0,이웃집 스타
690,0,0,0,0,0,0,0,0,0,0,제 7기사단
691,0,0,0,0,0,0,0,0,0,0,내 남자의 순이
692,0,0,0,0,0,0,0,0,0,0,슈퍼레이서 엔지
693,0,0,0,0,0,0,0,0,0,0,샤인 어 라이트(1st 지드래곤 콘서트)
694,0,0,0,0,0,0,0,0,0,0,폴라로이드
695,0,0,0,0,0,0,0,0,0,0,신화 라이브 3D 더 레전드 컨티뉴스
696,0,0,0,0,0,0,0,0,0,0,메이크 유어 무브
697,0,0,0,0,0,0,0,0,0,0,불타는 내 마음
698,0,0,0,0,0,0,0,0,0,0,노트르담 드 파리
699,0,0,0,0,0,0,0,0,0,0,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR
700,0,0,0,0,0,0,0,0,0,0,"의궤, 8일간의 축제 3D"
701,0,0,0,0,0,0,0,0,0,0,사랑과 전쟁:열두 번째 남자
702,0,0,0,0,0,0,0,0,0,0,꾸루꾸루와 친구들: 무지개 나무의 비밀
703,0,0,0,0,0,0,0,0,0,0,청춘 합창단 - 또 하나의 꿈
704,0,0,0,0,0,0,0,0,0,0,요술
705,0,0,0,0,0,0,0,0,0,0,해적왕 작스톰
706,0,0,0,0,0,0,0,0,0,0,서태지밴드 콘서트투어 '콰이어트나이트'
707,0,0,0,0,0,0,0,0,0,0,비밀의 화방
708,0,0,0,0,0,0,0,0,0,0,스퀴시랜드
709,0,0,0,0,0,0,0,0,0,0,구세주: 리턴즈
710,0,0,0,0,0,0,0,0,0,0,서태지 8집: 398일의 기록
711,0,0,0,0,0,0,0,0,0,0,돌아와요 부산항애(愛)
712,0,0,0,0,0,0,0,0,0,0,붉은 바캉스 검은 웨딩 2
713,0,0,0,0,0,0,0,0,0,0,화려한 외출
714,0,0,0,0,0,0,0,0,0,0,바캉스
715,0,0,0,0,0,0,0,0,0,0,미안하다 독도야
716,0,0,0,0,0,0,0,0,0,0,밀애
717,0,0,0,0,0,0,0,0,0,0,은밀하게 위대하게 (확장판)
718,0,0,0,0,0,0,0,0,0,0,트라이앵글
719,0,0,0,0,0,0,0,0,0,0,왕을 참하라
720,0,0,0,0,0,0,0,0,0,0,야누스: 욕망의 두 얼굴
721,0,0,0,0,0,0,0,0,0,0,2AM SHOW
722,0,0,0,0,0,0,0,0,0,0,"1789, 바스티유의 연인들"
723,0,0,0,0,0,0,0,0,0,0,초감각 커플
724,0,0,0,0,0,0,0,0,0,0,미스체인지
725,0,0,0,0,0,0,0,0,0,0,공포체험단 곤지암편
726,1,0,0,0,0,0,0,0,0,0,무명인
727,1,0,0,0,0,0,0,0,0,0,미친도시
728,0,0,0,0,0,0,0,0,0,0,마마 앤드 파파
729,0,0,0,0,0,0,0,0,0,0,리벤져
730,0,0,0,0,0,0,0,0,0,0,광인옥한흠
731,0,0,0,0,0,0,0,0,0,0,라이브 인 3D 휘성 : 잇츠 리얼
732,0,0,0,0,1,0,0,0,0,0,살인자의 기억법 : 새로운 기억
733,0,0,0,0,0,0,0,0,0,0,이티피 페스티벌 08X09 서태지
734,0,0,0,0,0,0,0,0,0,0,슈퍼쇼 4 3D
735,0,0,1,0,0,0,0,0,0,0,노리개: 그녀의 눈물
736,0,0,0,0,0,0,0,0,0,0,쉿! 그녀에겐 비밀이에요
737,0,0,0,0,0,0,0,0,0,0,몬테크리스토
738,0,0,0,0,0,0,0,0,0,0,파파 오랑후탄
739,0,0,0,0,0,0,0,0,0,0,은어
740,0,0,0,0,0,0,0,0,0,0,라라
741,0,0,0,0,0,0,0,0,0,0,에스엠타운 라이브인도쿄스페셜에디션3D
742,0,0,0,0,0,0,0,0,0,1,히어로
743,0,0,0,0,0,0,0,0,0,0,오늘도 위위
744,0,0,0,0,0,0,0,0,0,0,나는 증인이다
745,1,0,0,0,0,0,0,0,0,0,게이트-완결판
746,0,0,0,0,0,0,0,0,0,0,평범한 날들
747,0,0,0,0,0,0,0,0,0,0,더하우스
748,0,0,0,0,0,0,0,0,0,0,"시발, 놈: 인류의 시작"
749,0,0,0,0,0,0,0,0,0,0,안나 카레니나
750,0,0,0,0,0,0,0,0,0,0,무서운 집
751,0,0,0,0,0,0,0,0,0,0,아더왕의 전설
752,0,0,0,0,0,0,0,0,0,0,압록강은 흐른다
753,0,0,0,0,0,0,0,0,0,0,앙상블
754,0,0,0,0,0,0,0,0,0,0,예스 평창!
755,0,0,0,0,0,0,0,0,0,0,귀신의 향기
756,0,0,0,0,0,0,0,0,0,0,아름다운 유산
757,0,0,0,0,0,0,0,0,0,0,오디세오
758,0,0,0,0,0,0,0,0,0,0,정의심판
759,0,0,0,0,0,0,0,0,0,0,스타: 빛나는 사랑
760,0,0,0,0,0,0,0,0,0,0,돌멩이의 꿈
761,0,0,0,0,0,0,0,0,0,0,마지막 위안부
762,0,0,0,0,0,0,0,0,0,0,젓가락
763,0,0,0,0,0,0,0,0,0,0,낙원-파라다이스
764,0,0,0,0,0,0,0,0,0,0,첫사랑 열전
765,0,0,0,0,0,0,0,0,0,0,인비져블 2: 귀신소리찾기
766,0,0,0,0,0,0,0,0,0,0,아스라이
767,0,0,0,0,0,0,0,0,0,0,마지막 밥상
768,0,0,0,0,0,0,0,0,0,0,호두까기 인형
769,0,0,0,0,0,0,0,0,0,0,결혼식 후에
770,0,0,0,1,0,0,0,0,0,0,사랑하기 때문에
771,0,0,0,0,0,0,0,0,0,0,동자 대소동
772,0,0,0,0,0,0,0,0,0,0,풍뎅이뎅이
773,0,0,0,0,0,0,0,0,0,0,약수터 부르스
774,0,0,0,0,0,0,0,0,0,0,다이빙벨: 진실은 침몰하지 않습니다
775,0,0,0,0,0,0,0,0,0,0,스피릿 오브 베토벤
776,0,0,0,0,0,0,0,0,0,0,핑크 토끼
777,0,0,0,0,0,0,0,0,0,0,아빠가 돌아왔다
778,0,0,0,0,0,0,0,0,0,0,사랑을 말하다
779,0,0,0,0,0,0,0,0,0,0,분홍돌고래
780,0,0,0,0,0,0,0,0,0,0,스물 아홉살
781,0,0,0,0,0,0,0,0,0,0,폐교
782,0,0,0,0,0,0,0,0,0,0,미스터좀비
783,0,0,0,0,0,0,0,0,0,0,유신의 미학
784,0,0,0,0,0,0,0,0,0,0,"60년전, 사선에서"
785,0,0,0,0,0,0,0,0,0,0,"불의 날, 생명을 말하다"
786,0,0,0,0,0,0,0,0,0,0,한민족 그리고 조선족
787,0,0,0,0,0,0,0,0,0,0,외계인들
788,0,0,0,0,0,0,0,0,0,0,이상한 게임
789,0,0,0,0,0,0,0,0,0,0,콩쥐별전 - 전주성의 비밀
790,0,0,0,0,0,0,0,0,0,0,나의 불행에는 이유가 있다
791,0,0,0,0,0,0,0,0,0,0,소중한 날의 꿈 감독판
792,0,0,0,0,0,0,0,0,0,0,악녀의 시
793,0,0,0,0,0,0,0,0,0,0,죽기 전에 해야할 몇가지 것들
794,0,0,0,0,0,0,0,0,0,0,킬 미
795,0,0,0,0,0,0,0,0,0,0,나탈리
796,0,0,0,0,0,0,0,0,0,0,두 여자
797,0,1,0,0,0,0,0,0,0,0,비밀애
798,0,0,0,0,0,0,0,0,0,0,위험한 관계
799,0,0,0,0,0,0,0,0,0,0,가시
800,0,0,0,0,0,0,0,0,0,0,연애의 맛
801,0,1,0,0,0,0,0,0,0,0,백야행
802,0,0,0,0,0,0,0,0,0,1,아내가 결혼했다
803,0,0,0,0,0,0,0,0,0,0,극적인 하룻밤
804,0,0,0,0,0,0,0,0,0,0,남과 여
805,0,0,0,0,0,0,0,0,0,0,무뢰한
806,0,0,0,0,0,0,0,0,0,0,은교
807,0,0,0,0,0,0,0,0,0,0,마담 뺑덕
808,0,0,0,0,0,0,0,0,0,0,나의 PS 파트너
809,0,0,0,0,0,1,0,0,0,0,연애의 온도
810,0,0,0,1,0,0,0,0,0,0,인간중독
Total,43,34,32,31,30,30,30,30,28,28,0
