,Movie,Distributor,Screen,Sales,Audience,Genre,Rate,Year,Month,Season
84,쌍화점,(주)쇼박스,499,25616.489949000003,3779.553,드라마,청소년관람불가,2008,12,1
85,암수살인,(주)쇼박스,1177,32855.895548,3772.62,범죄,15세이상관람가,2018,10,4
86,국가부도의 날,씨제이이앤엠(주),1180,30891.765837,3754.983,드라마,12세이상관람가,2018,11,4
87,신기전,씨제이엔터테인먼트,585,24314.570667,3726.134,사극,15세이상관람가,2008,9,4
88,82년생 김지영,롯데컬처웍스(주)롯데엔터테인먼트,1486,30298.54231,3678.156,드라마,12세이상관람가,2019,10,4
89,귀향,(주)와우픽쳐스,876,27245.051989999996,3586.523,드라마,15세이상관람가,2016,2,1
90,신의 한 수,(주)쇼박스,794,28777.712256,3562.123,범죄,청소년관람불가,2014,7,3
91,부러진 화살,(주)넥스트엔터테인먼트월드(NEW),453,25878.1105,3450.941,드라마,15세이상관람가,2012,1,1
92,끝까지 간다,(주)쇼박스,645,27006.0079,3450.143,액션,15세이상관람가,2014,5,2
93,스파이,씨제이이앤엠(주),785,24436.429305,3423.92,액션,15세이상관람가,2013,9,4
94,그것만이 내 세상,씨제이이앤엠(주),862,27441.213381999998,3417.629,코미디,12세이상관람가,2018,1,1
95,이끼,씨제이엔터테인먼트,736,25856.306126,3408.144,드라마,청소년관람불가,2010,7,3
96,돈,(주)쇼박스,1431,28869.614062,3389.035,범죄,15세이상관람가,2019,3,2
97,포화속으로,롯데쇼핑㈜롯데엔터테인먼트,736,24217.600897,3385.706,드라마,12세이상관람가,2010,6,3
98,악인전,"(주)에이스메이커무비웍스,(주)키위미디어그룹",1307,29128.29215,3364.079,범죄,청소년관람불가,2019,5,2
99,아이 캔 스피크,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",1140,25532.214986000003,3280.243,코미디,12세이상관람가,2017,9,4
100,마녀,워너브러더스 코리아(주),1117,27242.029463,3189.091,미스터리,15세이상관람가,2018,6,3
101,탐정: 리턴즈,씨제이이앤엠(주),1041,26865.721677999998,3148.038,코미디,15세이상관람가,2018,6,3
102,퀵,씨제이이앤엠(주),512,22960.89,3125.069,코미디,15세이상관람가,2011,7,3
103,감기,아이러브시네마,806,21784.202,3119.023,드라마,15세이상관람가,2013,8,3
104,하모니,씨제이엔터테인먼트,405,21992.266197999998,3068.544,드라마,12세이상관람가,2010,1,1
105,거북이 달린다,(주)쇼박스,379,20857.347292,3059.812,드라마,15세이상관람가,2009,6,3
106,스물,(주)넥스트엔터테인먼트월드(NEW),926,23558.988686,3044.134,코미디,15세이상관람가,2015,3,2
107,방자전,씨제이엔터테인먼트,512,22853.629794,3035.116,사극,청소년관람불가,2010,6,3
108,마더,씨제이엔터테인먼트,648,20195.373838,3013.523,드라마,청소년관람불가,2009,5,2
109,오싹한 연애,씨제이이앤엠(주),469,21965.313,3001.53,공포(호러),12세이상관람가,2011,12,1
110,형,씨제이이앤엠(주),993,23113.768293,2979.659,코미디,12세이상관람가,2016,11,4
111,친구 2,롯데쇼핑㈜롯데엔터테인먼트,968,21804.687513,2971.475,액션,청소년관람불가,2013,11,4
112,26년,"(주)인벤트스톤,영화사청어람(주)",604,21241.327145,2963.449,액션,15세이상관람가,2012,11,4
113,공조,씨제이이앤엠(주),976,23918.185757,2957.33,액션,15세이상관람가,2017,1,1
114,고지전,(주)쇼박스,585,21968.5576,2945.137,드라마,15세이상관람가,2011,7,3
115,프리즌,(주)쇼박스,1047,23790.276987,2931.897,범죄,청소년관람불가,2017,3,2
116,가장 보통의 연애,(주)넥스트엔터테인먼트월드(NEW),1073,24822.31693,2917.213,멜로/로맨스,15세이상관람가,2019,10,4
117,헬로우 고스트,(주)넥스트엔터테인먼트월드(NEW),472,21154.651779,2897.477,코미디,12세이상관람가,2010,12,1
118,극비수사,(주)쇼박스,894,22389.535897,2860.786,드라마,15세이상관람가,2015,6,3
119,표적,씨제이이앤엠(주),665,22256.3593,2841.788,액션,15세이상관람가,2014,4,2
120,너의 결혼식,메가박스중앙(주)플러스엠,962,23670.604369,2820.029,멜로/로맨스,12세이상관람가,2018,8,3
121,말모이,롯데컬처웍스(주)롯데엔터테인먼트,1203,23682.63852,2812.444,드라마,12세이상관람가,2019,1,1
122,부당거래,씨제이엔터테인먼트,502,21326.977937,2766.436,범죄,청소년관람불가,2010,10,4
123,시라노; 연애조작단,롯데쇼핑㈜롯데엔터테인먼트,402,20171.151599,2731.828,멜로/로맨스,12세이상관람가,2010,9,4
124,내가 살인범이다,(주)쇼박스,547,20338.948,2721.903,액션,청소년관람불가,2012,11,4
125,곤지암,(주)쇼박스,1124,21442.114144,2675.559,공포(호러),15세이상관람가,2018,3,2
126,소원,롯데쇼핑㈜롯데엔터테인먼트,641,18251.9831,2663.17,드라마,12세이상관람가,2013,10,4
127,살인자의 기억법,(주)쇼박스,1064,21361.479492,2656.694,범죄,15세이상관람가,2017,9,4
128,탐정 : 더 비기닝,씨제이이앤엠(주),764,20463.956973,2625.686,코미디,15세이상관람가,2015,9,4
129,후궁 : 제왕의 첩,롯데쇼핑㈜롯데엔터테인먼트,624,19250.3545,2621.436,사극,청소년관람불가,2012,6,3
130,지금 만나러 갑니다,롯데쇼핑㈜롯데엔터테인먼트,1163,20800.916128,2602.273,멜로/로맨스,12세이상관람가,2018,3,2
131,위험한 상견례,롯데쇼핑㈜롯데엔터테인먼트,524,19174.9205,2595.625,코미디,12세이상관람가,2011,3,2
132,아수라,씨제이이앤엠(주),1278,20576.226662,2594.028,범죄,청소년관람불가,2016,9,4
133,굿모닝 프레지던트,씨제이엔터테인먼트,586,18770.88932,2583.294,코미디,전체관람가,2009,10,4
134,보안관,롯데쇼핑㈜롯데엔터테인먼트,1091,20697.532509,2571.491,범죄,15세이상관람가,2017,5,2
135,기술자들,롯데쇼핑㈜롯데엔터테인먼트,641,19894.297783,2564.34,범죄,15세이상관람가,2014,12,1
136,시동,(주)넥스트엔터테인먼트월드(NEW),1515,21236.4778,2525.986,드라마,15세이상관람가,2019,12,1
137,목격자,(주)넥스트엔터테인먼트월드(NEW),1021,21732.042597,2524.086,스릴러,15세이상관람가,2018,8,3
138,증인,롯데컬처웍스(주)롯데엔터테인먼트,1047,20312.348931,2516.128,드라마,12세이상관람가,2019,2,1
139,조작된 도시,씨제이이앤엠(주),1019,20119.979587,2512.572,범죄,15세이상관람가,2017,2,1
140,반창꼬,(주)넥스트엔터테인먼트월드(NEW),466,17883.988787000002,2471.721,멜로/로맨스,15세이상관람가,2012,12,1
141,블랙머니,(주)에이스메이커무비웍스,1117,20744.29651,2464.978,범죄,12세이상관람가,2019,11,4
142,화차,필라멘트픽쳐스,548,18450.76,2435.211,미스터리,15세이상관람가,2012,3,2
143,이웃사람,롯데쇼핑㈜롯데엔터테인먼트,600,18087.442369,2434.099,스릴러,청소년관람불가,2012,8,3
144,조선명탐정: 흡혈괴마의 비밀,(주)쇼박스,1249,19690.818764,2424.33,사극,12세이상관람가,2018,2,1
145,재심,"오퍼스픽쳐스(유),CGV아트하우스",935,19263.100637,2420.729,드라마,15세이상관람가,2017,2,1
146,사바하,씨제이이앤엠(주),1174,20002.183194,2397.792,미스터리,15세이상관람가,2019,2,1
147,의뢰인,(주)쇼박스,522,17797.0425,2393.086,스릴러,15세이상관람가,2011,9,4
